feature,pvalue,fold,model
ZNF581,0.0005689369293054882,2,LR_C=0.01
CEP72,0.0005751284466062144,2,LR_C=0.01
CRABP2,0.000580248472754793,2,LR_C=0.01
RESP18,0.0005898233991225341,2,LR_C=0.01
CLCA3P,0.0006142636773513126,2,LR_C=0.01
CABS1,0.0006302136297674358,2,LR_C=0.01
ZFP92,0.0006356264695270192,2,LR_C=0.01
ADAM6,0.0007520414501502492,2,LR_C=0.01
PAGE2B,0.0007662953802445802,2,LR_C=0.01
PFDN1,0.0009369502725865846,2,LR_C=0.01
GUCA1C,0.0009516617302874637,2,LR_C=0.01
TUBG1P,0.0010425540222084094,2,LR_C=0.01
CCDC183,0.0010448102041374827,2,LR_C=0.01
S100Z,0.0010611433681799618,2,LR_C=0.01
EIPR1,0.0011017312083813112,2,LR_C=0.01
AL162431.3,0.0012076317623024946,2,LR_C=0.01
C5orf47,0.0012183576250322883,2,LR_C=0.01
TEX13A,0.0012471028068809801,2,LR_C=0.01
VSIG2,0.0013006671598326247,2,LR_C=0.01
ARHGAP42P3,0.0013007965119748246,2,LR_C=0.01
TAS2R8,0.0013318185621141088,2,LR_C=0.01
FAM47A,0.0013412631422049326,2,LR_C=0.01
FP565260.6,0.001405386190820465,2,LR_C=0.01
AC105416.1,0.001434333001266405,2,LR_C=0.01
CRYBB1,0.0014584533786900836,2,LR_C=0.01
IGHV3-38,0.0014695570628980624,2,LR_C=0.01
MIR561,0.0014866568138686396,2,LR_C=0.01
AL445305.1,0.0015432262207149727,2,LR_C=0.01
PAGE2,0.0015799504102190574,2,LR_C=0.01
AL139383.1,0.0015861000103527716,2,LR_C=0.01
DPP9-AS1,0.0016118040346644578,2,LR_C=0.01
CLDN34,0.0016937826028331404,2,LR_C=0.01
KCTD14,0.001700595816779151,2,LR_C=0.01
AC133065.2,0.0017718097181503268,2,LR_C=0.01
KCNIP2,0.001780625382532143,2,LR_C=0.01
TMEM163,0.0017946505000095384,2,LR_C=0.01
YBX3P1,0.0018229931764083033,2,LR_C=0.01
SDHAF1,0.0018538168927775623,2,LR_C=0.01
PCP4,0.0018824534171260204,2,LR_C=0.01
KRTDAP,0.0019085795716151884,2,LR_C=0.01
TRBV19,0.00194226172051221,2,LR_C=0.01
DEFB107B,0.001960932139999764,2,LR_C=0.01
DEFB107A,0.0019643529298767385,2,LR_C=0.01
SHISAL2B,0.0019841804071649887,2,LR_C=0.01
TREM1,0.002025613805964343,2,LR_C=0.01
AC069366.1,0.0020270200805671125,2,LR_C=0.01
TMED1,0.0020810708999099165,2,LR_C=0.01
LACRT,0.0020824765839315496,2,LR_C=0.01
TRAV13-2,0.002094295649181838,2,LR_C=0.01
MBTPS2,0.0021253472638481717,2,LR_C=0.01
AC239859.1,0.0021392483823760734,2,LR_C=0.01
KRTAP4-11,0.0021531222261174936,2,LR_C=0.01
AC112907.2,0.002162868783425552,2,LR_C=0.01
AC239859.6,0.0021810865011340362,2,LR_C=0.01
GSTA10P,0.0021862814559133288,2,LR_C=0.01
AC022905.1,0.002244839668808548,2,LR_C=0.01
LINC00922,0.0022936210931874144,2,LR_C=0.01
BHLHA15,0.002297237440730729,2,LR_C=0.01
RPL6P30,0.0023387037858335663,2,LR_C=0.01
ZBED5,0.002346851471132848,2,LR_C=0.01
IGHV3OR16-7,0.002376627154087633,2,LR_C=0.01
NTHL1,0.002378480573954373,2,LR_C=0.01
CDK5P1,0.0023925705849580092,2,LR_C=0.01
CPSF4L,0.0024220602001503518,2,LR_C=0.01
TRAJ20,0.0024336265332108036,2,LR_C=0.01
NME1,0.002445691480304389,2,LR_C=0.01
SNCA,0.0024640778738315486,2,LR_C=0.01
C1DP1,0.002486033917241066,2,LR_C=0.01
AC009302.1,0.0025303207259265536,2,LR_C=0.01
C15orf54,0.0025420915159343094,2,LR_C=0.01
AC142381.2,0.0025617968490915443,2,LR_C=0.01
CYP4X1,0.0026231736180113772,2,LR_C=0.01
Z97985.1,0.0026504141210701372,2,LR_C=0.01
EREG,0.0009439268425292668,3,LR_C=0.01
EHMT1,0.0022348578604990447,3,LR_C=0.01
EIF5P1,0.003535270505381207,3,LR_C=0.01
VWA3B,0.0037281504995141735,3,LR_C=0.01
HCN4,0.003935631631270042,3,LR_C=0.01
AC138951.1,0.0041873037861912725,3,LR_C=0.01
PTPRE,0.004748169949577173,3,LR_C=0.01
LTBP4,0.005182531301602356,3,LR_C=0.01
BHMT2,0.005494209376574182,3,LR_C=0.01
MUC5B,0.005729555198843657,3,LR_C=0.01
SATB2,0.006039307605561559,3,LR_C=0.01
CACNA1G,0.00612239690431811,3,LR_C=0.01
RFX2,0.006401931974100315,3,LR_C=0.01
SUSD6,0.00640704201878632,3,LR_C=0.01
SEMA6B,0.006480173469312881,3,LR_C=0.01
LDB2,0.006609112395288353,3,LR_C=0.01
TAF5L,0.0072751368738281095,3,LR_C=0.01
CERCAM,0.007377026614813228,3,LR_C=0.01
GAGE1,0.007440820267304087,3,LR_C=0.01
GOLGA6L3,0.007580564528773812,3,LR_C=0.01
MUC16,0.008914646554893255,3,LR_C=0.01
CYP27C1,0.008953427183647701,3,LR_C=0.01
GLDCP1,0.00929775899486218,3,LR_C=0.01
SDK1,0.009298660730420155,3,LR_C=0.01
LENG8-AS1,0.009409802439507196,3,LR_C=0.01
NBPF12,0.009791643343279257,3,LR_C=0.01
GOLGA8UP,0.009793050409109213,3,LR_C=0.01
KIAA1211L,0.00979765253644292,3,LR_C=0.01
NPHS2,0.009994918998920417,3,LR_C=0.01
MTMR9,0.010007262769583164,3,LR_C=0.01
AC138409.1,0.010152801530035052,3,LR_C=0.01
PAX2,0.010408862762239159,3,LR_C=0.01
PPP2R2B,0.010555720922404662,3,LR_C=0.01
POMT2,0.01081444825679738,3,LR_C=0.01
C18orf15,0.010913405825805468,3,LR_C=0.01
NPAP1,0.010972706337182954,3,LR_C=0.01
PRPF40B,0.011055172839591234,3,LR_C=0.01
NR4A1,0.011193530861423719,3,LR_C=0.01
CSPG4P10,0.01130720253393466,3,LR_C=0.01
FBXO40,0.011441344043875918,3,LR_C=0.01
PCDHB13,0.011460607990295526,3,LR_C=0.01
CRYBG1,0.011714655519291184,3,LR_C=0.01
LST1,0.01190273722334655,3,LR_C=0.01
CHRNA4,0.011930159300392441,3,LR_C=0.01
ANO10,0.012204382734624288,3,LR_C=0.01
TRIM36,0.01221971259498272,3,LR_C=0.01
ROR2,0.012336089591298753,3,LR_C=0.01
TRIM29,0.012356633969268872,3,LR_C=0.01
CDH3,0.012413219121786008,3,LR_C=0.01
RPAP1,0.01247519441071376,3,LR_C=0.01
NPAS1,0.01252610172120465,3,LR_C=0.01
ZMYND10,0.012669755631200754,3,LR_C=0.01
NPHS1,0.012674096792569764,3,LR_C=0.01
GTF2H2,0.012711511625961699,3,LR_C=0.01
MRGPRX3,0.012822714105567025,3,LR_C=0.01
NRXN3,0.012826026027539553,3,LR_C=0.01
SEC31B,0.013006829082737098,3,LR_C=0.01
DPF3,0.01350372387725372,3,LR_C=0.01
SLITRK5,0.013511459462387816,3,LR_C=0.01
VGF,0.013533496133544692,3,LR_C=0.01
MT-TS2,0.013642449072814158,3,LR_C=0.01
SNX30,0.013748737350742776,3,LR_C=0.01
IGLC5,0.013845231281275225,3,LR_C=0.01
ANKS1B,0.013884488953910151,3,LR_C=0.01
EFCAB6,0.01389302200613735,3,LR_C=0.01
ABHD1,0.013938061685780906,3,LR_C=0.01
IGHD,0.014032990663833771,3,LR_C=0.01
ADGRB1,0.014041234791300648,3,LR_C=0.01
DUX4L17,0.014067050703222953,3,LR_C=0.01
B3GNT5,0.014077382915897645,3,LR_C=0.01
GAGE2A,0.014086656100062303,3,LR_C=0.01
CRX,0.014145524214089489,3,LR_C=0.01
AC087203.2,0.014169785535225096,3,LR_C=0.01
SLITRK2,0.014195099281894304,3,LR_C=0.01
AC127502.1,0.014479916502240824,3,LR_C=0.01
GAGE12J,0.014771282190371327,3,LR_C=0.01
SLC8A2,0.014785687756206985,3,LR_C=0.01
MUC17,0.014940199979783039,3,LR_C=0.01
ZNF286A,0.015050720803163812,3,LR_C=0.01
PLEKHH3,0.015081275194396393,3,LR_C=0.01
IGKV3-7,0.0007910669690770377,1,LR_C=0.1
AC074141.1,0.001111515132052327,1,LR_C=0.1
CGAS,0.0013794698403512544,1,LR_C=0.1
LACC1,0.001463260247494512,1,LR_C=0.1
IGHV3-48,0.0015155203237870996,1,LR_C=0.1
IGLV6-57,0.0016598026561755015,1,LR_C=0.1
RNA5SP86,0.0018372254226544618,1,LR_C=0.1
PRR11,0.0018823331525291615,1,LR_C=0.1
IGLV8-61,0.001885270258294649,1,LR_C=0.1
AL590609.2,0.0019388425913717004,1,LR_C=0.1
AC025048.4,0.0019943958418097763,1,LR_C=0.1
CLDN11,0.0024874848903345646,1,LR_C=0.1
CGGBP1,0.0025387364310277753,1,LR_C=0.1
AC090615.1,0.0029130789363434125,1,LR_C=0.1
RPL22P7,0.0029547641560357407,1,LR_C=0.1
ZNF667-AS1,0.003145537896943286,1,LR_C=0.1
CLIC2,0.0031607280791642956,1,LR_C=0.1
AC022905.1,0.003812424613970314,1,LR_C=0.1
IGKV2OR22-4,0.004053550680199976,1,LR_C=0.1
NPM1P9,0.0041548193502280355,1,LR_C=0.1
TMEM100,0.004175748339402192,1,LR_C=0.1
IGHV4OR15-8,0.004414197636313194,1,LR_C=0.1
ELOC,0.0044995859705910055,1,LR_C=0.1
ANKHD1-EIF4EBP3,0.0045531843497527025,1,LR_C=0.1
LINC01492,0.004564637143494248,1,LR_C=0.1
LINC01545,0.004584520920118339,1,LR_C=0.1
LINC01419,0.004587501041338265,1,LR_C=0.1
PRRX1,0.004674634222980005,1,LR_C=0.1
BACH1-IT1,0.004786436550310819,1,LR_C=0.1
ATF5,0.0049002181347656965,1,LR_C=0.1
SRRM1P3,0.005003798343112754,1,LR_C=0.1
IGHJ4,0.0050840001421923724,1,LR_C=0.1
